artist,song_title,lyrics
The Notorious B.I.G.,Juicy,dream used read word magazine salt pepa heavy limousine hangin picture wall every saturday rap attack magic marley marl let tape rock tape popped smokin weed bambú sippin private stock way back red black lumberjack hat match remember rappin duke duh duh never thought hip hop would take far limelight rhyme tight time get paid blow like world trade born sinner opposite winner remember used eat sardine dinner peace ron brucie kid capri funkmaster flex lovebug starski blowin like thought would call crib number hood good know know nigga know well yeah money hoe clothes let hold bankroll yeah haha reach star good goal many good one give good plenty check made change common thief close personal robin leach far cheap smoke skunk peep day spread love brooklyn way moët alizé keep pissy girl used dis write letter miss never thought could happen rapping stuff used packing gat stuff honey play close like butter play toast mississippi east coast condo queen indo week sold seat hear biggie small speak living life without fear puttin five karat baby girl ear lunch brunch interview pool considered fool dropped high school stereotype black male misunderstood still good know know nigga know well bankroll let hold clothes reach star mansion goal many good one give good plenty super nintendo sega genesis dead broke man could picture inch screen money green leather sofa got two ride limousine chauffeur phone bill two flat need worry accountant handle whole crew loungin celebrating every day public housin thinkin back one room shack mom pimp mink back love show course smile every time face source used fuss landlord dissed heat wonder christmas missed birthday worst day sip champagne thirsty damn right like life live went negative positive good nigga know know nigga know well money hoe clothes let hold bankroll know know nigga reach star right goal good many good one east coast represent give good plenty know know nigga representin town house biggie small junior mafia mad flavor bad boy yeah aight see cooch know well let hold reach star goal many one give good plenty biggie small good nigga junior mafia good nigga bad boy good nigga good right know well good yeah let hold reach star
The Notorious B.I.G.,Notorious Thugs,forgive know woke morning hen caffeine green nicotine doz pop couple lil ripsta nigga mista clean make gleam deep temple get sentimentally steamed instrumelody heated especially team indeed beam scene destroy dream willin die see many flee cause scene mean mug thug trained perfect disciple survival tongue double edged sword triple six rival spittin fire real truth bitch breakin lie messiah better get ready armageddon shit expired wild bless child one became man put position clair stare test contender never surrender pretend pick pen hand one trusted friend friend hey open last seal real suited beg pardon martin baby marchin shootin daily recruitin thug born everyday ghetto start little give bible pen pad hit label kick nigga nigga roll bone dank spot dome shot burb never get tossed curb feelin urge splurge broke fuck sin give mossberg swerve bag got get mask shell put gauge sawed get hauled nigga loss take got nigga caught pump leatherface sin runnin thuggin cuttin little hart want pull nothin bitch steppin buckin gun fucked let get grind got purchase dime put state get crime smokin reefer ease mind swig wine step block rock really servin dummy see got buck come back talkin like give back money thuggin killer need liter liquor nigga got shit sawed pump chrome pistol ready get bent nigga like fiendin green leaf dough got make money makin dummy rock broke bone biggie biggie bone biggie biggie gon rock party bone biggie biggie bone biggie biggie rock party party bone biggie biggie bone biggie biggie better run tell everybody bone biggie biggie bone biggie biggie everybody everybody let ride let ride let ride let ride get high get high get high let ride let ride let ride let ride get high get high get high yeah little lay hey comin form scripture finna get hit magic droppin lead call gadget automatic status spray time load glocks thinkin another evil force tellin got pipe nigga dyin tonight always runnin boy blue biggie blue as pull cellular phone call bone happenin grab artillery nigga start packin motherfucker tried get jackin hit right eye spot wise wan test nigga size cost nigga fuck around wrong shit get murdered day day done paved way run call boy bring gun nigga wan little fun number one one one bloody red red rum rum rum rum rum rum bloody red red rum rum rum rum rum rum bloody red red rum bone biggie biggie bone biggie biggie gon rock party bone biggie biggie bone biggie biggie rock party party bone biggie biggie bone biggie biggie better run tell everybody bone biggie biggie bone biggie biggie everybody everybody let ride let ride let ride let ride get high get high get high let ride let ride let ride let ride get high get high get high bone biggie biggie bone biggie biggie gon rock party bone biggie biggie bone biggie biggie rock party party bone biggie biggie bone biggie biggie better run tell everybody bone biggie biggie bone biggie biggie everybody everybody let ride let ride let ride let ride get high get high get high let ride let ride let ride let ride get high get high get high
The Notorious B.I.G.,Ten Crack Commandments,ten crack commandment nigga tell nothing coke tell nothing crack weed hustlin nigga nigga corner forget nigga triple beam nigga game year made animal rule shit wrote manual step step booklet get game track wig pushed back rule nombre uno never let one know much dough hold know cheddar breed jealousy man fucked get as stuck number two never let know next move know bad boy move silence violence take highness huh done squeezed mad clip cat brick chip number three never trust nobody mom set as properly gassed hoodied masked shit fast buck laying bush light as number four know heard never get high supply number five never sell crack rest care want ounce tell bounce number six goddamn credit dead think crackhead paying back shit forget seven rule underrated keep family business completely separated money blood mix like two dick bitch find serious shit number eight never keep weight cat squeeze gun hold jums number nine shoulda number one gettin bagged stay fuck police nigga think snitchin tryna listen sittin kitchen waiting start hittin number ten strong word called strictly live men freshman got clientele say hell gon want money rain sleet hail snow follow rule mad bread break twenty four year wake slug hit temple watch frame shake caretaker makeup passed girl fucked man jake heard three week sniffed whole half cake heard suck good dick hook steak got got pie bake word crack king frank wiz zhite
The Police,Don’t Stand So Close to Me,stand stand stand close stand stand stand close friend jealous know bad girl get sometimes easy teacher pet temptation frustration bad make cry wet bus stop waiting car warm dry stand stand stand close stand stand stand close loose talk classroom hurt try try strong word staffroom accusation fly use see start shake cough like old man book nabokov stand stand stand close stand stand stand close ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh please stand close stand stand stand close please stand close stand stand stand close please stand close stand stand stand close please stand close stand stand stand close please stand close stand stand stand close please stand close stand stand stand close
The Police,Every Breath You Take,every breath take every move make every bond break every step take watching every single day every word say every game play every night stay watching see belong poor heart ache every step take every move make every vow break every smile fake every claim stake watching since gone lost without trace dream night see face look around replace feel cold long embrace keep cry baby baby please mmm mmm mmm mmm mmm mmm mmm see belong poor heart ache every step take every move make every vow break every smile fake every claim stake watching every move make every step take watching watching every breath take every move make every bond break every step take watching every single day every word say every game play every night stay watching every move make every vow break every smile fake every claim stake watching every single day every word say every game play every night stay watching every breath take every move make every bond break every step take watching every single day every word say every game play every night stay watching every move make every vow break every smile fake every claim stake watching every single day every word say every game play every night stay watching every breath take every move make every bond break every step take watching
The Police,Every Little Thing She Does Is Magic,though tried tell feeling heart every time come near lose nerve done start every little thing magic everything turn even though life tragic know love go tell story thousand rainy day since first met big enough umbrella always end getting wet every little thing magic everything turn even though life tragic know love go resolved call thousand time day ask marry old fashioned way silent fear gripped long reach phone long tongue tripped must always alone every little thing magic everything turn even though life tragic know love go every little thing magic everything turn even though life tragic know love go every little thing every little thing every every little thing every little every little every little every little thing every little thing every little thing every little thing magic eee eee eee eee eee eee eee eee eee eee eee eee eee eee eee eee every little thing every little thing every little thing magic magic magic magic magic magic eee tell story thousand rainy day since first met big enough umbrella always end getting wet
The Police,King of Pain,little black spot sun today old thing yesterday black hat caught high tree top flag pole rag wind stop stood inside pouring rain world turning circle running brain guess always hoping end reign destiny king pain little black spot sun today soul old thing yesterday soul black hat caught high treetop soul flag pole rag wind stop soul stood inside pouring rain world turning circle running brain guess always hoping end reign destiny king pain fossil trapped high cliff wall soul dead salmon frozen waterfall soul blue whale beached spring tide ebb soul butterfly trapped spider web soul stood inside pouring rain world turning circle running brain guess always hoping end reign destiny king pain king throne eye torn blind man looking shadow doubt rich man sleeping golden bed skeleton choking crust bread king pain red fox torn huntsman pack soul black winged gull broken back soul little black spot sun today old thing yesterday stood inside pouring rain world turning circle running brain guess always hoping end reign destiny king pain king pain king pain king pain always king pain always king pain always king pain always king pain always king pain always king pain always king pain
The Police,Message in a Bottle,castaway island lost sea another lonely day one loneliness man could bear rescue fall despair send so world send so world hope someone get hope someone get hope someone get message bottle yeah message bottle yeah year passed since wrote note known right start hope keep together love mend life love break heart send so world send so world hope someone get hope someone get hope someone get message bottle yeah message bottle yeah message bottle yeah message bottle yeah walked morning believe saw hundred billion bottle washed shore seems alone alone hundred billion castaway looking home send so world send so world hope someone get hope someone get hope someone get message bottle yeah message bottle yeah message bottle message bottle yeah sendin so sendin so sendin so sendin so sendin so sendin so sendin so sendin so sendin so sendin so sendin so sendin so sendin so sendin so sendin so sendin so sendin so sendin so sendin so sendin so sendin so sendin so sendin so sendin esso blue
The Police,Roxanne,roxanne put red light day sell body night roxanne wear dress tonight walk street money care wrong right roxanne put red light roxanne put red light roxanne put red light roxanne put red light roxanne put red light roxanne put red light roxanne put red light loved since knew would talk tell feel share another boy know mind made put away makeup told tell bad way roxanne put red light roxanne put red light roxanne put red light roxanne put red light roxanne put red light roxanne put red light roxanne put red light roxanne put red light roxanne put red light roxanne put red light roxanne put red light roxanne put red light roxanne put red light roxanne put red light roxanne put red light roxanne put red light roxanne put red light roxanne put red light roxanne put red light
The Police,Synchronicity II,many mile away something crawl surface dark scottish loch another working day ended rush hour hell face packed like lemming shiny metal box contestant suicidal race daddy grip wheel stare alone distance know something somewhere break see family home looming headlight pain upstairs make eyeball ache many mile away shadow door cottage shore dark scottish lake many mile away many mile away many mile away many mile away many mile away many mile away many mile away
The Police,Walking on the Moon,giant step take walking moon hope leg break walking moon could walk forever walking moon could together walking walking moon walking back house walking moon walking back house walking moon foot hardly touch ground walking moon foot hardly make sound walking walking moon may say wishing day away way price pay say tomorrow another day stay may well play giant step take walking moon hope leg break walking moon could walk forever walking moon could together walking walking moon may say wishing day away way price pay say tomorrow another day stay may well play keep keep keep keep keep keep keep keep keep keep keep keep keep keep keep keep keep keep keep keep keep keep keep keep keep keep keep keep
The Police,Wrapped Around Your Finger,consider young apprentice caught scylla charybdis hypnotized linger staring ring around finger come seeking knowledge thing would teach college see destiny sold turn shining band gold wrapped around finger wrapped around finger mephistopheles name know listen hard tuition see come fruition wrapped around finger wrapped around finger devil deep blue sea behind vanish air never find turn face alabaster find servant master wrapped around finger wrapped around finger wrapped around finger ohh
The Prodigy,Baby’s Got a Temper,love rohypnol got rohypnol take rohypnol forget love rohypnol got rohypnol take rohypnol forget forget baby got temper baby got temper baby got temper never tame see another parallel better bow worthy hey get planet get planet yeah last time prisoner name number name revolving dissolving shooting trap door think matter anymore vibing feel love rohypnol got rohypnol take rohypnol forget love rohypnol got rohypnol take rohypnol forget baby got temper baby got temper baby got temper never tame rohypnol rohypnol rohypnol rohypnol rohypnol rohypnol rohypnol rohypnol rohypnol rohypnol rohypnol rohypnol rohypnol rohypnol rohypnol rohypnol baby got temper never tame
The Prodigy,Breathe,breathe breathe pressure come play game test psychosomatic addict insane breathe pressure come play game test psychosomatic addict insane come play game inhale inhale victim come play game exhale exhale exhale breathe pressure come play game test psychosomatic addict insane breathe pressure come play game test psychosomatic addict insane come play game inhale inhale victim come play game exhale exhale exhale breathe breathe breathe pressure come play game test psychosomatic addict insane breathe pressure come play game test psychosomatic addict insane come play game inhale inhale victim come play game exhale exhale exhale breathe breathe pressure come play game test psychosomatic addict insane breathe pressure come play game test psychosomatic addict insane come play game inhale inhale victim come play game exhale exhale exhale
The Prodigy,Diesel Power,used check lyric upon format built skill technique computer adat lyrical form cloud brainstorm get hyped think thought flow acrobat sync track pump track dance mission club like spore react strobe vision hurrying reflects dance floor blowing mad people showing packing crowd jam packed venue needle collapse atmosphere continue sprinkle win like movin like hitting like melody phat energy source cosmic bos prodigy flipping astrology intellect devour diesel power blow mind drastically fantastically blow mind drastically fantastically blow mind drastically fantastically blow mind drastically fantas win spin back rewind diesel power blow mind drastically fantastically automatically check better work change another route technique strategy ability leave cord mics hanging like spring leaf track fast beyond human eye lyrical tactic vocal gymnastics pepped get swept smacked backed crew cracked check slow pitch quick stick metaphor range strange angle get tangled twist inside affection channel repeat complete compete check hour texture mind adventure exploit point track devour intellect proceed diesel power blow mind drastically fantastically blow mind drastically fantastically blow mind drastically fantastically blow mind drastically fantas back attack wack pack faxing want none high quality action still standing damaging man quick reverse potent first amplifier blow world higher world sire cut like barbed wire record player pull every day fast forward move swing toward exit load put brain right mode select mix man perfect fix head lightly bite copy xerox cock sand block knock upbeat lifting shifting persistent intelligent kingpin flippin astrology roll prodigy diesel power blow mind drastically fantastically blow mind drastically fantastically blow mind drastically fantastically blow mind drastically fantas mono seven six eight seven three four twenty one robot sonic blow mind drastically fantastically blow mind drastically fantastically blow mind drastically fantastically blow mind drastically fantastically
The Prodigy,Firestarter,hey hey hey trouble starter punkin instigator fear addicted danger illustrated hey hey hey fire starter twisted fire starter hey hey hey fire starter twisted fire starter hey hey hey fire starter twisted fire starter bitch hated filth infatuated yeah pain tasted fell intoxicated hey hey hey fire starter twisted fire starter hey hey hey fire starter twisted fire starter hey hey hey hey hey hey self inflicted mind detonator yeah one infected twisted animator hey hey hey fire starter twisted fire starter hey hey hey fire starter twisted fire starter hey hey hey starter twisted fire starter starter hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey
The Prodigy,Ibiza,ibiza ibiza ibiza ibiza ibiza fall rocksibiza ibiza ibiza ibiza ibiza ready mix packet smash sex cult pack lash drum edge tone faceless mix stick ibiza rotten encrusted rock transmit transmit transmit fuckin fuckin fuckin fuckin ibiza ibiza ibiza ibiza ibiza fall rock plug pre mixed bought gear bleached hair wanking mate flown lear private jet personal flyer danny fucking dyer straight eight quid packet fuck baccy mate transmit fuckin fuckin fuckin fuckin ibiza ibiza ibiza ibiza ibiza fall rocksibiza ibiza ibiza ibiza ibiza fuckin eject alarm cause music darn dull eject alarm cause music darn dull stare eject alarm cause music darn dull eject alarm cause music darn dull fuckin
The Prodigy,Narayan,believe western sun falling everyone breaking free morning come would know time come believe western sun falling everyone feeling firm travel feel burn time come feel feel another energy feel power growing feel another energy feel power grow feel another energy feel power grow believe western sun falling everyone breaking free morning come would know time come believe western sun falling everyone feel burn try run feel burn time come feel feel another energy feel power growing feel another energy feel power grow feel another energy feel power grow namo narayana namo narayana namo narayana namo narayana namo narayana namo narayana namo narayana namo narayana namo narayana namo narayana namo narayana namo narayana namo narayana namo narayana feel namo narayana feel namo narayana feel namo narayana feel another energy namo narayana feel another energy feel power growing feel another energy feel power growsection firedrill
The Prodigy,Omen,omen omen omen writing wall away omen run automation writing wall away omen omen omen writing wall away omen run automation writing wall away omen run automation writing wall away omen omen omennow omen nownow
The Prodigy,Out of Space,take brain another dimension gon send outer space find another race gon send outer space find another race gon send outer space find another race gon send outer space find another race gon send outer space find another race gon send outer space find another race gon send outer space find another race gon send outer space find another race take brain another dimension take brain another dimension take brain another dimension pay close attention take brain another dimension take brain another dimension take brain another dimension pay close attention take brain another dimension take brain another dimension take brain another dimension take brain another dimension take brain another dimension take brain another dimension take brain another dimension pay close attention take brain another dimension take brain another dimension take brain another dimension take brain another dimension take brain another dimension take brain another dimension take brain another dimension pay close attention gon send outer space find another race gon send outer space find another race gon send outer space find another race gon send outer space find another race gon send outer space find another race gon send outer space find another race gon send outer space find another race gon send outer space find another race take brain another dimension take brain another dimension take brain another dimension pay close attention take brain another dimension take brain another dimension take brain another dimension pay close attention take brain another dimension take brain another dimension take brain another dimension pay close attention take brain another dimension take brain another dimension take brain another dimension pay close attention pay close attention pay close attention pay close attention take brain another dimension take brain another dimension pay close attention pay close attention pay close attention
The Prodigy,Poison,hello yeah hold second liam someone phone fuck sake trying write fucking tune manboom bap boom bap boom bap boom got poison got poisonboom bap boom bap boom bap boom bap got poison got poisonboom bap boom bap boom bap boom bapi got poison got remedy got pulsating rhythmical remedy got poison got remedy got pulsating rhythmical remedy got poison got remedy got pulsating rhythmical remedy got poison got remedy got pressure pressureboom bap boom bap boom bap boom bap pressurei got poison got remedy got pulsating rhythmical remedy got poison got remedy got pulsating rhythmical remedy got poison got remedy got pulsating rhythmical remedy got poison got remedy got pulsating rhythmical remedyi got poison got poisonboom bap boom bap boom bap boom bapboom bap boom bap boom bap boom bapi got poison got remedy got pulsating rhythmical remedy got poison got remedy got pulsating rhythmical remedy got poison got remedy got pulsating rhythmical remedy got poison got remedy got pulsating rhythmical remedyi got poison got remedy got pulsating rhythmical remedy got poison got remedy got pulsating rhythmical remedy got poison got remedy got pulsating rhythmical remedy got poison got remedy got poison got poison got poisonboom bap boom bap boom bap boom bapboom bap boom bap boom bap boom bap
The Rolling Stones,(I Can’t Get No) Satisfaction,get get get satisfaction satisfaction satisfaction satisfaction get
The Rolling Stones,Beast of Burden,never beast burden back broad hurting want make love never beast burden walked mile foot hurting want make love hard enough rough enough rich enough blind see never beast burden let home draw curtain music radio come baby make sweet love hard enough rough enough rich enough blind see little sister pretty pretty pretty pretty girl pretty pretty pretty pretty pretty pretty girl pretty pretty pretty pretty pretty girl come baby please please please tell put street put shoe foot put put put misery yeah sickness suck throw shrug one thing baby understand keep telling kind man rough enough ooh honey tough enough rich enough love enough ooh please never beast burden never beast burden never never never never never never never never beast burden walked mile foot hurting want make love yeah need beast burden need fussing need nursing never never never never never never never
The Rolling Stones,Brown Sugar,gold coast slave ship bound cotton field sold market new orleans scarred old slaver know alright hear whip woman around midnight brown sugar come taste good huh brown sugar like young girl huh woo drum beating cold english blood run hot lady house wonderin gon stop house boy know alright shoulda heard around midnight brown sugar come taste good brown sugar like young girl yeah get brown sugar come taste good got craving brown sugar like black girl yeah bet mama tent show queen boyfriend sweet sixteen schoolboy know like shoulda heard around midnight brown sugar come taste good baby come brown sugar like young girl yeah said yeah yeah yeah woo come come taste good yeah yeah yeah woo like like black girl yeah yeah yeah woo
The Rolling Stones,Gimme Shelter,ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh storm threatening life today get shelter ooh yeah gon fade away war child shot away shot away war child shot away shot away yeah ooh see fire sweepin street today burn like red coal carpet mad bull lost way war child yeah shot away shot away war child yeah shot away shot away rape murder shot away shot away rape murder yeah shot away shot away rape murder shot away shot away yeah mmm flood threatening life today gim gim shelter going fade away war child shot away shot away shot away shot away shot away tell love sister kiss away kiss away kiss away kiss away kiss away kiss away kiss away
The Rolling Stones,"Paint It, Black",see red door want painted black colour anymore want turn black see girl walk dressed summer clothes turn head darkness go see line car painted black flower love never come back see people turn head quickly look away like newborn baby happens every day look inside see heart black see red door must painted black maybe fade away face fact easy facing whole world black green sea turn deeper blue could foresee thing happening look hard enough setting sun love laugh morning come see red door want painted black colour anymore want turn black see girl walk dressed summer clothes turn head darkness go hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm wan see painted painted black black night black coal wan see sun blotted sky wan see painted painted painted painted black yeahhmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm hmm
The Rolling Stones,She’s a Rainbow,come colour everywhere comb hair like rainbow coming colour air everywhere come colour come colour everywhere comb hair like rainbow coming colour air everywhere come colour seen dressed blue see sky front face like sail speck white fair pale seen lady fairer come colour everywhere comb hair like rainbow coming colour air everywhere come colour seen gold like queen day old shoot colour around like sunset going seen lady fairer come colour everywhere comb hair like rainbow coming colour air everywhere come colour like rainbow coming colour air everywhere come colour
The Rolling Stones,Start Me Up,start start never stop start start never stop running hot got ticking blow top start start never stop never stop never stop never stop make grown man cry make grown man cry make grown man cry spread oil gasoline walk smooth ride mean mean machine start start kick starter give got got got compete rider heat rough like slide slide slide slide make grown man cry make grown man cry make grown man cry eye dilate lip green hand greasy mean mean machine start start give got got never never never stop slide whoo rev start start start start never never never make grown man cry make grown man cry make grown man cry ride like wind double speed take place never never seen hey hey start love day never stop never stop never never never stop start never stop never stop make grown man cry make dead man come make dead man come
The Rolling Stones,Sympathy for the Devil,pleased meet hope guessed name mmm yeah puzzlin nature game mmm mean get woo hoo aww yeah get yeah bum bum bum bum bum bum bum bum bum bum yeah yeah tell baby name tell honey guess name tell baby name tell one time blame ooo hoo ooo hoo oooo hoo right ooo hoo hoo ooo hoo hoo ooo hoo hoo yeah ooo hoo hoo ooo hoo hoo yes name tell baby name tell sweetie name ooo hoo hoo ooo hoo hoo ooo hoo hoo ooo hoo hoo ooo hoo hoo ooo hoo hoo ooo hoo hoo yeah name
The Rolling Stones,Wild Horses,childhood living easy thing wanted bought graceless lady know know let slide hand wild horse could drag away wild wild horse could drag away watched suffer dull aching pain decided show sweeping exit offstage line could make feel bitter treat unkind wild horse could drag away wild wild horse could drag away know dreamed sin lie freedom much time faith broken tear must cried let living die wild horse could drag away wild wild horse ride day wild horse could drag away wild wild horse ride day
The Rolling Stones,You Can’t Always Get What You Want,saw today reception glass wine hand knew gon meet connection foot footloose man always get want always get want always get want try sometimes well might find get need ahh yeah went demonstration get fair share abuse singing gon vent frustration going blow amp fuse sing honey always get want always get want always get want try sometimes well might find get need baby yeah ahh went chelsea drugstore get prescription filled standing line jimmy man look pretty ill decided would soda favorite flavor cherry red sung song jimmy yeah said one word dead said always get want well always get want tell baby always get want try sometime might find get need yeah woo woo ahhoww ooh get need yeah oww baby yeah saw today reception glass bleeding man practiced art deception well could tell blood stained hand sing always get want yeah always get want ooh yeah always get want try sometime might find might find get need yeah ahh yeah woo always get want baby always get want telling always get want mmm try sometime might find might find get need yeah yeah
The Strokes,Barely Legal,take shortcut spent money saved mom runnin luck like sister give fuck wan steal innocence life make sense strange manner love wear new trench coat worked much harder bothered never show weekday something learned yesterday drive work time little problem mine come listen say got secret make stay want turn want turn around never nothing wanted want figure nothing together went well made pretend best friend said freak ordered make mistake together like beginning work somehow end thing thing hide record take shortcut spent money saved mom runnin luck like sister give fuck wan steal innocence life make sense strange manner love wear new trench coat want mi behave want slave never nothing wanted want figure nothing together went well made pretend best friend said wait ordered make mistake together like beginning work somehow end thing thing hide yeah record
The Strokes,"Call It Fate, Call It Karma",close door way understand understand wan remind know thing remember run place waste time sidewalk stand light waited around around hard time watching got wanted understand face wan remind know thing remember run place waste time sidewalk stand light waited around around hard time watchin watchin needed someone needed someone
The Strokes,Last Nite,last night said baby feel turn feel left turned babe care know sure walkin doorwell town fifteen minute baby feel know keep walkin mile see people understand girlfriend understand grandson understand top ever gon understand last night said baby feel turn feel left turned baby gon alright great big lie left night yeah people understand girlfriend understand spaceship understand ever gon understand last night said baby feel see turn feel left turned little girl care know sure walkin door yeah
The Strokes,Ode to the Mets,drum please fab got got waitin street got somethin special gon say mind walk feel fine yeah thumb back show teeth quick needed needed know know alone alone alone alone back trip door get back phone innocent eye innocent heart wrong right innocent time gon fuck control bored playin guitar learned trick hard last one promise gon find truth get back gone old time forgotten time hold railing rubik cube solving old friend long forgotten old way bottom ocean swallowed thing left pardon silence hearing turnin deafening painful shameful roar
The Strokes,Reptilia,seemed impressed way came tell story know boring afraid would insist sound sleepy take leave said please slow going fast strange part town yeah night trying hard enough life changing lane ran road wait taking longer laughing drowning fast enough every time look thought told world room fire fixing hair sound angry calm found said please slow going fast strange part town yeah night trying hard enough life changing lane ran road wait taking longer laughing drowning fast enough
The Strokes,Selfless,dark side light way yeah yeah lay hand across face yeah yeah time lost fault please long want love without around life short live fit story yeah eah let judge body yeah eah waitin outside yeah please long want fun without love life short live mucking live selfless love bite tongue wait turn waited century waste breath lesson learned turn face enemy scared care listening hear never care tell yeah eah yeah eah
The Strokes,Someday,many way miss good old day someday someday yeah hurt say want stay sometimes sometimes young man fun always always promise break made sometimes sometimes maya say lackin depth best say wan stand side darling head right see alone stand together fall apart yeah think alright working try hard table turn sometimes someday wastin time tryin tryin fear come three sometimes say fate friend say strangest thing find sometimes maya say lackin depth still try best say wan stay side darling head right see alone stand together fall apart yeah think alright working try hard table turn sometimes somedayi wastin time
The Strokes,The Adults Are Talking,sayin sophisticated complainin overeducated sayin word dreamin say say blame crucify shame help problem tryin hard get attention climbin wall climbin wall never return know think think make sense tryin hard right thing without recompense somethin wrong said great know could ever complain confused want want waitin elevator sayin word dreamin askin question excuse information everywhere never return know think think make sense tryin hard right thing without recompense somethin wrong said great know could ever complain confused want want way want anything know fault want anyone always ooh stockholder shit different life get right sometime maybe tonight maybe tonight maybe tonight maybe tonight maybe tonight yeah boy one two three friend hold maybe kooky situation let back old key old tempo everything
The Strokes,The Modern Age,hill begin little story long time ago stop pretend stop pretendin seems game simply never endin sun sun havin fun blood help want right let let leaving time stay rolling ocean tryin catch eye work hard say easy please tomorrow different pretend leaving feel different trained wish stayed vision clearer unafraid flyin overseas time feel breeze took many variety sun sun havin fun blood help want right let woo darling let leaving time stay rolling ocean tryin catch eye work hard say easy please tomorrow different leavin
The Strokes,Why Are Sundays So Depressing?,sing song paint picture baby gone miss like swan miss swimming friend left miss take babe body talk like movie babe let resonate yeah want time time time ask question question question want want want answer love morning know lie hidin background wan found got back got think fast hidin background wan found take easy babe get automatic come believin much time evil transition making body wait like aeroplane please baby take away yeah want time time time ask question question question want want want answer know know know know kinda miss nine five yeah thing hide scramble fight like child hey nah nah nah nah nah nah nah nah staying hungry staying hungry staying hungry staying hungry getting angry staying hungry getting angry still staying hungry yeah hold hold hold click always fab never never
The Supremes,Baby Love,ooh baby love baby love need need baby love ooh baby love treat bad break heart leave sad tell wrong make stay away long baby love baby love missing miss kissing baby love ooh baby love instead breaking throw love away let kissing making throw love away throw love away arm stay baby baby baby ooh need need baby love baby love baby love ooh baby love baby love baby love must separate love baby love ooh baby love whole life throw love away never loved one throw love away like get need baby baby baby ooh ooh need need need hold love baby love baby love feel warm embrace love baby love ooh baby love throw love away throw love away please way throw love away happy like used loneliness got best baby baby baby ooh love baby love baby love baby love need need baby love ooh baby love like throw love away true throw love away deep love baby baby ooh baby baby baby ooh hurtin hurtin baby love baby love ooh baby love baby love ooh baby love throw love away throw love away throw love away throw love away
The Supremes,Come See About Me,cry boo hoo lonely smile turned tear tear wash away fear never ever gon return ease fire within burn keep cryin baby keep sighin baby hurry come boy see come see see baby come see given friend friend gone peace shall find come back mine matter say gon love anyway keep cryin baby gon keep sighin baby come hurry come see come see see baby come see sometimes ooh ooh sometimes ooh ooh life uncertain ooh ooh around ooh ooh arm may reach heart say keep keep cryin baby keep keep cryin baby hurry come boy see come see see baby come see know lonely come see love come see see baby come see hurry hurry come see
The Supremes,Love Child,tenement slum ooh ooh ooh ooh ooh ooh ooh think feel love always love feel real love eye think need always love think wan please child mine bearing always love name shame wearing love love child love child never quite good wait wait wait hold afraid ashamed misunderstood little bit longer love child always love wait wait wait hold always love little bit longer love childi always love wait wait wait hold always love little bit longer love child always love wait wait wait hold always love little bit longer love childyou wait wait wait hold always love little bit longer love child always love wait wait wait hold little bit longer love child wait wait wait hold always love little bit longer love child take look take look wait wait wait hold love child love child little bit longer love child always love wait wait wait hold
The Supremes,Reflections,mirror mind time time see reflection reflection way life used reflection love took alone love shield trapped world distorted reality happiness took left alone memory mirror mind tear cryin reflects hurt control although gone keep holdin happy time ooh mine peer window lost time looking yesterday love gave vain love love wasted tear tear tasted vain hollow tear see dream lost hurt caused everywhere turn seems like everything see reflects love used put faith trust right eye world turned dust night sat alone wept handful promise left lovin reflection way life used reflection love took put faith trust right eye world turned dust
The Supremes,Someday We’ll Be Together,mmmm mmmm mmmm mmmm mmmm mmmm mmmm someday together ooh say say say say tell someday together yeah yeah far away love sing pretty sure baby star wan say wan say wan say someday together mmm yes yes sing someday together sweet day know know know know know love baby right start mean honey possess soul honey know know heart wan say tell someday together sweet day yes yes ooh someday together tell everybody yes yes long time ago sweet thing made big mistake honey say say said goodbye bye bye bye bye bye baby ever ever ever ever ever ever ever since day ever since day wan wan wan cry cry cry hey hey hey long yes every every night mmm mmm ooh kiss sweet sweet lip baby hold ever ever tight wan say sing someday together yes yes someday together yes yes love someday together honey honey honey honey honey someday together yes yes tell someday ooh someday together
The Supremes,Stop! In the Name of Love,stop name love break heart baby baby aware time leave door watch walk street baby baby baby baby knowing love meet baby baby baby baby time run leaving alone hurt think good think sweet stop name love break heart stop name love break heart think think known secluded night even seen maybe twice sweet expression baby baby baby baby worth love affection baby baby baby baby time leave arm rush charm think good think sweet stop name love break heart stop name love break heart think think tried hard hard patient hoping stop infatuation time together baby baby baby baby afraid losing forever baby baby baby baby stop name love break heart baby think stop name love think baby break heart ooh think baby stop name love break heart stop name love break heart
